,VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Electric_Range
4964,4JGFB4GB4S,Thurston,Olympia,WA,98502.0,2025,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,272142972,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002.0,49.0
4965,4JGFB4GB4S,Yakima,Yakima,WA,98908.0,2025,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,14.0,273664744,POINT (-120.60272 46.59656),PACIFICORP,53077000401.0,49.0
4966,WP1AE2AYXR,King,Mercer Island,WA,98040.0,2024,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,272091879,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601.0,56.0
4967,YV1H60EP7N,Pierce,University Place,WA,98466.0,2022,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,28.0,259769303,POINT (-122.53756 47.23165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309.0,41.0
4968,JA3215H4XE,Clark,Camas,WA,98607.0,2014,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,18.0,142439559,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610.0,62.0
4969,JTDKN3DP1C,King,Bothell,WA,98072.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,1.0,117454179,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.0,6.0
4970,KNDJP3AEXG,Benton,Kennewick,WA,99337.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,8.0,199070371,POINT (-119.14482 46.18764),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011506.0,93.0
4971,5YJSA1E22G,Skagit,Mount Vernon,WA,98274.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,10.0,150248227,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057951200.0,210.0
4972,1FADP3R40E,King,Seattle,WA,98133.0,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,235003289,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000404.0,76.0
4973,WMWXP3C06M,King,Seattle,WA,98122.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,153743530,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0,110.0
4974,1N4BZ0CP9H,King,Seattle,WA,98115.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,4810606,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900.0,107.0
4975,5YJSA1CN3C,King,Seattle,WA,98105.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,46.0,131595544,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202.0,265.0
4976,WAUTPBFFXG,King,Seattle,WA,98122.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,37.0,281497695,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0,16.0
4977,WDDVP9AB4H,King,Seattle,WA,98103.0,2017,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,227388899,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901.0,87.0
4978,1N4BZ0CP5H,Whatcom,Bellingham,WA,98229.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,40.0,151824977,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000902.0,107.0
4979,1N4BZ0CPXH,King,Seattle,WA,98103.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,348140047,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500.0,107.0
4980,WAUTPBFF4H,King,Mercer Island,WA,98040.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,41.0,232814627,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601.0,16.0
4981,5YJSA1E26G,King,Bellevue,WA,98006.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,228926365,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007.0,210.0
4982,WBY1Z2C59F,King,Seattle,WA,98115.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,143034979,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301.0,81.0
4983,1N4BZ0CP6H,Kitsap,Bainbridge Island,WA,98110.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,193900220,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901.0,107.0
4984,1N4BZ0CP1H,King,Woodinville,WA,98072.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,238168353,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326.0,107.0
4985,5YJSA1CP5C,Whatcom,Bellingham,WA,98226.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,42.0,127297908,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000101.0,265.0
4986,5YJSA1E21H,King,Mercer Island,WA,98040.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,144808226,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.0,210.0
4987,3C3CFFGEXF,Snohomish,Stanwood,WA,98292.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,10.0,225768490,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053201.0,87.0
4988,WAUVPBFF0G,King,Seattle,WA,98102.0,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,43.0,8650176,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600.0,16.0
4989,KNDJX3AE2G,Whatcom,Bellingham,WA,98226.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,42.0,250898805,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803.0,93.0
4990,JTDKN3DP1D,King,Renton,WA,98058.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,11.0,145239468,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031909.0,6.0
4991,WBY8P2C04L,Kitsap,Poulsbo,WA,98370.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,256120000,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0,153.0
4992,WAUTPBFF3J,Yakima,Yakima,WA,98908.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,14.0,123306228,POINT (-120.60272 46.59656),PACIFICORP,53077002804.0,16.0
4993,WBY8P2C04L,Grays Harbor,Moclips,WA,98562.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,24.0,131225923,POINT (-124.21349 47.23932),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000202.0,153.0
4994,JTDKN3DP5D,King,Seattle,WA,98119.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,36.0,122878612,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007102.0,6.0
4995,5YJSA1E40G,Snohomish,Edmonds,WA,98026.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,21.0,110495227,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200.0,210.0
4996,JTDKN3DP8D,Snohomish,Mukilteo,WA,98275.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,21.0,181102799,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042006.0,6.0
4997,JTDKN3DP3F,San Juan,Friday Harbor,WA,98250.0,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,40.0,290611198,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960301.0,6.0
4998,5YJSA1E27G,King,Seattle,WA,98103.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,171473690,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500.0,210.0
4999,WBY8P6C02L,King,Shoreline,WA,98155.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,107304410,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500.0,153.0
5000,5YJSA1E13G,Walla Walla,Walla Walla,WA,99362.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,16.0,122152131,POINT (-118.34261 46.07068),PACIFICORP,53071920200.0,210.0
5001,5YJSA1E20H,Clark,Camas,WA,98607.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,18.0,148682929,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604.0,210.0
5002,1N4BZ0CP6H,Whatcom,Bellingham,WA,98225.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,40.0,123555757,POINT (-122.47107 48.75245),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001204.0,107.0
5003,WBY8P2C51K,King,Seattle,WA,98112.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,478230917,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007600.0,153.0
5004,1N4BZ0CP7H,San Juan,Eastsound,WA,98245.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,40.0,239427338,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960103.0,107.0
5005,WBY8P2C53K,King,Seattle,WA,98117.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,195483557,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100.0,153.0
5006,JTDKN3DPXE,Pierce,Spanaway,WA,98387.0,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,29.0,244271863,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071417.0,6.0
5007,WP0AC2Y14L,Thurston,Olympia,WA,98502.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,35.0,250974503,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902.0,192.0
5008,WBY1Z2C5XE,King,Seattle,WA,98115.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,118197362,POINT (-122.31676 47.68156),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004102.0,81.0
5009,1N4BZ0CP0H,King,Seattle,WA,98105.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,208456874,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101.0,107.0
5010,1N4BZ0CP5H,King,Seattle,WA,98116.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,34.0,143249508,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502.0,107.0
5011,JTDKN3DP0E,Snohomish,Everett,WA,98203.0,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,38.0,474328025,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061040900.0,6.0
5012,5LMTJ5DZXR,Snohomish,Stanwood,WA,98292.0,2024,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,10.0,276450289,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053301.0,28.0
5013,WBY1Z2C56E,King,Vashon,WA,98070.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,34.0,106455016,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701.0,81.0
5014,5LMTJ5DZ9N,Pierce,University Place,WA,98466.0,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,28.0,236420096,POINT (-122.53756 47.23165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309.0,28.0
5015,5YJSA1E29H,King,Seattle,WA,98118.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,258949722,POINT (-122.2668 47.55115),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102.0,210.0
5016,WA1AAAGE8M,King,Renton,WA,98059.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,11.0,256016806,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025104.0,222.0
5017,JA3215H11C,Island,Oak Harbor,WA,98277.0,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,10.0,239545687,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300.0,62.0
5018,5YJSA1E23H,King,Kent,WA,98030.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,47.0,185811867,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029508.0,210.0
5019,5YJSA1E24H,King,Bellevue,WA,98004.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,252964967,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002.0,210.0
5020,KNDJP3AE8H,Kitsap,Bremerton,WA,98311.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,32250.0,23.0,350084948,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091500.0,93.0
5021,3C3CFFGE7D,Thurston,Olympia,WA,98512.0,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,35.0,172497286,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011822.0,87.0
5022,5YJSA1E4XK,King,Auburn,WA,98001.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,30.0,477616303,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029901.0,270.0
5023,1N4BZ0CP9H,King,Seattle,WA,98136.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,34.0,159381778,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010501.0,107.0
5024,KNDJX3AE7G,King,Kirkland,WA,98033.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,48.0,240306699,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703.0,93.0
5025,5YJSA1E2XH,King,Bellevue,WA,98006.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,173237529,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0,210.0
5026,5YJSA1E28H,Island,Camano Island,WA,98282.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,10.0,157696108,POINT (-122.40049 48.23986),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971400.0,210.0
5027,3C3CFFGEXF,Mason,Tahuya,WA,98588.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,35.0,475021865,POINT (-123.04061 47.37733),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960301.0,87.0
5028,5YJSA1E26H,Kitsap,Bainbridge Island,WA,98110.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,145374085,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902.0,210.0
5029,4JGDA6DB3J,Island,Freeland,WA,98249.0,2018,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,10.0,262368949,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900.0,8.0
5030,WMZYU7C46J,Benton,Kennewick,WA,99338.0,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,36800.0,8.0,126058719,POINT (-119.3118 46.20664),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010815.0,12.0
5031,WBY7Z2C56J,Whatcom,Blaine,WA,98230.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,42.0,187366014,POINT (-122.74888 48.99404),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010406.0,114.0
5032,WP0AE2A72J,King,Bellevue,WA,98004.0,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,41.0,174091326,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0,16.0
5033,3C3CFFGEXF,King,Seattle,WA,98108.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,124485812,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010401.0,87.0
5034,WBY7Z2C57J,King,Seattle,WA,98105.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,304517461,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301.0,114.0
5035,KNDJX3AE7J,Snohomish,Lynnwood,WA,98087.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,33950.0,21.0,281202659,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812.0,111.0
5036,KNDJX3AE8G,Spokane,Spokane,WA,99202.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,3.0,221963885,POINT (-117.3797 47.65548),MODERN ELECTRIC WATER COMPANY,53063002503.0,93.0
5037,WBY1Z2C56E,King,Seattle,WA,98108.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,11.0,266336388,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900.0,81.0
5038,5YJSA1E18H,King,Newcastle,WA,98059.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,123090971,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0,210.0
5039,1N4BZ0CP1H,King,Seattle,WA,98115.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,180894185,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202.0,107.0
5040,KMHE54L23K,King,Seattle,WA,98103.0,2019,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,46.0,2621741,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700.0,28.0
5041,JTDKN3DP4C,Clark,Vancouver,WA,98682.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,17.0,257474626,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041312.0,6.0
5042,5YJSA1E42L,Snohomish,Lake Stevens,WA,98258.0,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,44.0,233944294,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052706.0,337.0
5043,2T3YL4DV5E,Kitsap,Poulsbo,WA,98370.0,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,238110743,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0,103.0
5044,WAUSPBFF3H,Snohomish,Everett,WA,98203.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,38.0,103042572,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041303.0,16.0
5045,1N4BZ0CP9H,Snohomish,Snohomish,WA,98290.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,44.0,197632676,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052301.0,107.0
5046,KNDJX3AE3G,King,Seattle,WA,98118.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,37.0,150696094,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010301.0,93.0
5047,5YJSA1E26G,King,Kirkland,WA,98033.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,148143061,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0,210.0
5048,4JGFB4GB7S,King,Mercer Island,WA,98040.0,2025,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,274224639,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.0,49.0
5049,KNDJX3AE8H,Pierce,Tacoma,WA,98444.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,32250.0,29.0,272281726,POINT (-122.43828 47.15258),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053071503.0,93.0
5050,JTDKN3DP5C,King,Seattle,WA,98105.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,43.0,121615903,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004402.0,6.0
5051,3C3CFFGE8F,King,Seattle,WA,98122.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,222573921,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0,87.0
5052,WBY8P2C59K,King,Redmond,WA,98052.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,347617252,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606.0,153.0
5053,KNDJP3AE9F,Pierce,Graham,WA,98338.0,2015,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,2.0,236592625,POINT (-122.29477 47.05703),"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",53053073117.0,93.0
