,VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Electric_Range
0,5YJSA1DN0C,Thurston,Olympia,WA,98502.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,22.0,186637195,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600.0,265.0
1,WBY1Z6C30H,King,Bellevue,WA,98004.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,196789610,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,81.0
2,WBY7Z6C52J,King,Kent,WA,98031.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,11.0,221792728,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0,114.0
3,WBY1Z2C58F,King,Woodinville,WA,98072.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,135735155,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906.0,81.0
4,5YJSA1E45G,Snohomish,Bothell,WA,98012.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,477081811,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0,210.0
5,1N4BZ0CP2H,Thurston,Olympia,WA,98506.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,310586839,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0,107.0
6,1N4BZ0CP7H,Kitsap,Poulsbo,WA,98370.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,167129224,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502.0,107.0
7,5LMTJ5DZ9R,Yakima,Yakima,WA,98908.0,2024,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,14.0,270125369,POINT (-120.60272 46.59656),PACIFICORP,53077000401.0,28.0
8,KMHC75LJ2L,Kitsap,Bremerton,WA,98311.0,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,270084895,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091900.0,170.0
9,KNDJX3AE8G,Yakima,Yakima,WA,98908.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,14.0,169289970,POINT (-120.60272 46.59656),PACIFICORP,53077000402.0,93.0
10,WAUSPBFF7J,King,Burien,WA,98166.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,34.0,349172330,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901.0,16.0
11,5YJSA1E26G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,140978687,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901.0,210.0
12,5YJSA1E16G,Kitsap,Port Orchard,WA,98367.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,26.0,218251925,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092902.0,210.0
13,WBY1Z2C59F,King,Seattle,WA,98107.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,180600458,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400.0,81.0
14,WAUTPBFF9J,Kitsap,Port Orchard,WA,98366.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,26.0,475641512,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600.0,16.0
15,KNDJX3AE2H,Skagit,Mount Vernon,WA,98274.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,32250.0,10.0,256040396,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952401.0,93.0
16,5YJSA1E26G,Thurston,Olympia,WA,98502.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,249879934,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001.0,210.0
17,WP0AC2Y18L,King,Renton,WA,98056.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,263258936,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703.0,192.0
18,5YJSA1E28H,King,Snoqualmie,WA,98065.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,5.0,208983841,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032604.0,210.0
19,5YJSA1E23H,King,Redmond,WA,98053.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,349027073,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333.0,210.0
20,WBY1Z6C53H,Thurston,Olympia,WA,98513.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,2.0,215761885,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012332.0,81.0
21,JA3215H48G,Snohomish,Mukilteo,WA,98275.0,2016,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,21.0,176029381,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005.0,62.0
22,5YJSA1E26G,Kitsap,Poulsbo,WA,98370.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,175766909,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0,210.0
23,5YJSA1E10G,Snohomish,Lynnwood,WA,98037.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,21.0,203962132,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928.0,210.0
24,1N4BZ0CP7H,Spokane,Spokane,WA,99207.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,3.0,266034345,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,53063002600.0,107.0
25,WBAJA9C50J,Spokane,Spokane,WA,99203.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,52650.0,6.0,219604577,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004300.0,16.0
26,WA1AAAGE4M,Snohomish,Lynnwood,WA,98036.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,261916875,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051932.0,222.0
27,WBY7Z2C59J,King,Seattle,WA,98115.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,43.0,174416945,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500.0,114.0
28,1FADP3R40H,Whitman,Pullman,WA,99163.0,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,9.0,339755720,POINT (-117.18147 46.73015),AVISTA CORP,53075000300.0,100.0
29,WAUSPBFF7J,Thurston,Lacey,WA,98516.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,22.0,220650146,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221.0,16.0
30,WMEEJ9AA9G,Snohomish,Edmonds,WA,98026.0,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,21.0,103759141,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200.0,68.0
31,3C3CFFGE8F,Thurston,Olympia,WA,98502.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,163461630,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520.0,87.0
32,1N4BZ0CP0H,Kitsap,Bainbridge Island,WA,98110.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,239217184,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0,107.0
33,1N4BZ0CP4H,Clark,Vancouver,WA,98685.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,49.0,349801931,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904.0,107.0
34,WDDVP9AB9F,King,Bellevue,WA,98004.0,2015,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,155506389,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,87.0
35,W1NKM5GB8S,King,Bellevue,WA,98007.0,2025,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,277975708,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0,54.0
36,WBY8P4C58K,King,Kirkland,WA,98033.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,228106371,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0,126.0
37,5YJSA1E29G,King,Bothell,WA,98011.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,350359796,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0,210.0
38,WA1AAAGE4M,King,Newcastle,WA,98059.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,148381264,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0,222.0
39,JTDKN3DP5C,Thurston,Lacey,WA,98503.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,22.0,265676533,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200.0,6.0
40,KMHC65LD4L,King,Renton,WA,98057.0,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,37.0,185977291,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026003.0,29.0
41,5YJSA1DN3C,King,Seattle,WA,98177.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,32.0,104971016,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0,265.0
42,WAUTPBFF8H,King,Woodinville,WA,98072.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,45.0,249729910,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.0,16.0
43,5YJSA1E25H,King,Bellevue,WA,98006.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,264913841,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0,210.0
44,KNDJP3AE9G,Kitsap,Bainbridge Island,WA,98110.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,23.0,114928390,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0,93.0
45,WBY1Z6C59H,King,Seattle,WA,98133.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,101898975,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402.0,81.0
46,5YJSA1E22G,King,Seattle,WA,98119.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,36.0,197079375,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0,210.0
47,WAUUPBFF2H,Thurston,Olympia,WA,98516.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,2.0,251122147,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067011500.0,16.0
48,WBAJB1C50K,King,Bellevue,WA,98004.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,55700.0,41.0,133683868,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0,15.0
49,5YJSA1E28G,King,Federal Way,WA,98023.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,30.0,121723612,POINT (-122.36321 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030308.0,210.0
50,2T3YL4DV0E,King,Bellevue,WA,98005.0,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,186450183,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604.0,103.0
51,WP0AD2A72E,King,Bellevue,WA,98006.0,2014,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,41.0,208185022,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001.0,15.0
52,5YJSA1E21K,King,Redmond,WA,98052.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,263274084,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0,270.0
53,5YJSA1E24H,King,Kirkland,WA,98034.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,262612437,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0,210.0
54,WP1AC2XA6R,King,Kent,WA,98031.0,2024,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,47.0,276530068,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406.0,288.0
55,7JRH60FW7P,King,Kirkland,WA,98034.0,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,277764770,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0,41.0
56,1FADP3R43D,Snohomish,Lake Stevens,WA,98258.0,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,44.0,235338029,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052706.0,76.0
57,KNDJP3AE1G,King,Seattle,WA,98125.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,46.0,106774188,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202.0,93.0
58,W1K6G6KB2R,King,Bellevue,WA,98004.0,2024,MERCEDES-BENZ,S-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,276913234,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0,46.0
59,5YJSA1E26H,King,Seattle,WA,98144.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,168490528,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900.0,210.0
60,5YJSA1E24H,King,Kirkland,WA,98033.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,170487103,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0,210.0
61,SAL1L9E49S,King,Issaquah,WA,98029.0,2025,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,5.0,272171532,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0,60.0
62,5YJSA1E24K,King,Newcastle,WA,98059.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,236484839,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0,270.0
63,JTDKN3DP0D,King,Normandy Park,WA,98166.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,33.0,349843910,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.0,6.0
64,JTDKN3DP1C,King,Seattle,WA,98122.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,37.0,221473906,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700.0,6.0
65,WP0AC2Y10L,King,Kirkland,WA,98034.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,228883182,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0,192.0
66,JTDKN3DP0C,King,Seattle,WA,98102.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,43.0,221550010,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600.0,6.0
67,1FADP3R46D,Yakima,Yakima,WA,98902.0,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,15.0,221233442,POINT (-120.52401 46.59739),PACIFICORP,53077001100.0,76.0
68,WP0AE2A73J,King,Bellevue,WA,98005.0,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,48.0,325343287,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805.0,16.0
69,WP0AC2Y16M,King,Bothell,WA,98011.0,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,253477794,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0,192.0
70,KMHC75LH5J,Island,Oak Harbor,WA,98277.0,2018,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,10.0,267578027,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970601.0,124.0
71,5LMTJ5DZ2P,King,Bellevue,WA,98006.0,2023,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,41.0,261014827,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701.0,28.0
72,WP0AB2Y14L,King,Seattle,WA,98112.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,37.0,261374676,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.0,203.0
73,WA1E2AFY2S,King,Federal Way,WA,98003.0,2025,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,30.0,277052786,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003.0,28.0
74,1N4BZ0CP4H,Thurston,Olympia,WA,98506.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,22.0,184894377,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0,107.0
75,4JGFB4GB5R,King,Seattle,WA,98125.0,2024,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,264886366,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800.0,48.0
77,JTDKN3DP5C,Kitsap,Poulsbo,WA,98370.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,23.0,145752246,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0,6.0
78,JTDKN3DP4C,King,Bellevue,WA,98008.0,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,48.0,141516518,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023202.0,6.0
79,1N4BZ0CP3H,King,Seattle,WA,98177.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,183937645,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0,107.0
80,5YJSA1DP5C,King,Seattle,WA,98122.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,37.0,141443333,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008600.0,265.0
81,5YJSA1E22G,King,Kirkland,WA,98034.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,349152821,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022201.0,210.0
82,WAUUPBFF7J,King,Bellevue,WA,98004.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,41.0,290395038,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0,16.0
83,WP0AB2Y12M,King,Kirkland,WA,98033.0,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,269334677,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0,203.0
84,YV1H60EP2R,King,Seattle,WA,98177.0,2024,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,267259793,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0,41.0
85,7JRH60FD2S,King,Bothell,WA,98011.0,2025,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,1.0,274086137,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0,41.0
86,KNDJP3AE6G,King,Shoreline,WA,98155.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,32.0,258967047,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500.0,93.0
87,WBY1Z2C52F,King,Kirkland,WA,98033.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,48.0,240878872,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0,81.0
88,WAUTPBFF8J,King,Auburn,WA,98092.0,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,0.0,47.0,330993645,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0,16.0
89,KNDJX3AE7G,Kitsap,Silverdale,WA,98383.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,31950.0,23.0,186600151,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205.0,93.0
90,1N4BZ0CP7H,King,Seattle,WA,98125.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,46.0,112528272,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100.0,107.0
91,YV1H60EP3N,King,Bellevue,WA,98005.0,2022,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,41.0,199228263,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401.0,41.0
92,KMHC05LH0H,King,Kirkland,WA,98033.0,2017,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,45.0,1495133,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0,124.0
93,5YJSA1DP4C,King,Kirkland,WA,98034.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,59900.0,1.0,276994462,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,265.0
94,W1NKM5GB7S,King,Shoreline,WA,98177.0,2025,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,0.0,32.0,277033830,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.0,54.0
95,WDDVP9AB5G,Kitsap,Bainbridge Island,WA,98110.0,2016,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,0.0,23.0,2079920,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0,87.0
